EstacaoCodigo,NivelConsistencia,Data,Hora,MediaDiaria,MetodoObtencaoVazoes,Maxima,Minima,Media,DiaMaxima,DiaMinima,MaximaStatus,MinimaStatus,MediaStatus,MediaAnual,MediaAnualStatus,Vazao01,Vazao02,Vazao03,Vazao04,Vazao05,Vazao06,Vazao07,Vazao08,Vazao09,Vazao10,Vazao11,Vazao12,Vazao13,Vazao14,Vazao15,Vazao16,Vazao17,Vazao18,Vazao19,Vazao20,Vazao21,Vazao22,Vazao23,Vazao24,Vazao25,Vazao26,Vazao27,Vazao28,Vazao29,Vazao30,Vazao31,Vazao01Status,Vazao02Status,Vazao03Status,Vazao04Status,Vazao05Status,Vazao06Status,Vazao07Status,Vazao08Status,Vazao09Status,Vazao10Status,Vazao11Status,Vazao12Status,Vazao13Status,Vazao14Status,Vazao15Status,Vazao16Status,Vazao17Status,Vazao18Status,Vazao19Status,Vazao20Status,Vazao21Status,Vazao22Status,Vazao23Status,Vazao24Status,Vazao25Status,Vazao26Status,Vazao27Status,Vazao28Status,Vazao29Status,Vazao30Status,Vazao31Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46415000,2,01/07/2005,,1,1,19,678,19,11,19,458,1,20,0,0,1,,0,19,678,19,678,19,678,19,678,19,678,19,678,19,678,19,678,19,678,19,678,19,678,19,678,19,678,19,678,19,678,19,678,19,678,19,678,19,678,19,11,19,11,19,11,19,11,19,11,19,11,19,11,19,11,19,11,19,11,19,11,19,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
46415000,2,01/08/2005,,1,1,18,55,16,917,17,735,1,23,0,0,1,,0,18,55,18,55,17,997,17,997,17,997,17,997,17,997,17,997,17,997,17,997,17,997,17,997,17,997,17,997,17,997,17,997,17,453,17,453,17,453,17,453,17,453,17,453,16,917,16,917,17,453,17,453,17,453,17,453,17,453,17,453,17,453,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
46415000,2,01/09/2005,,1,1,19,678,15,867,16,734,29,18,0,0,1,,0,17,453,17,453,17,453,17,453,16,388,16,388,16,388,16,388,16,388,16,388,16,388,16,388,16,388,16,388,16,388,16,388,16,388,15,867,15,867,15,867,15,867,15,867,15,867,16,388,16,388,16,917,17,453,17,453,19,678,19,678,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
46415000,2,01/10/2005,,1,1,19,678,14,353,16,203,1,27,0,0,1,,0,19,678,19,11,19,11,19,11,19,11,17,453,17,453,17,453,16,388,16,388,16,388,16,388,16,388,16,388,15,354,15,354,15,354,15,354,15,354,15,354,15,354,14,849,14,849,14,849,14,849,14,849,14,353,14,353,14,353,15,354,15,354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
46415000,2,01/11/2005,,1,1,29,82,15,867,24,842,28,27,1,1,1,,0,16,388,19,678,20,254,20,254,22,28,22,28,22,28,22,28,22,28,23,249,23,249,23,249,25,785,23,249,25,785,27,1,27,1,27,1,27,1,27,1,27,1,27,1,26,439,26,439,27,1,27,768,27,768,29,129,29,82,29,82,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
46415000,2,01/12/2005,,1,1,48,687,30,519,40,228,17,1,0,0,1,,0,34,13,34,13,31,226,34,875,37,93,37,93,37,93,38,712,37,155,37,155,37,155,37,93,39,106,39,9,41,105,42,737,46,92,48,687,48,687,47,814,46,95,45,242,43,565,43,565,41,917,40,3,40,3,38,712,38,712,38,712,38,712,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
46415000,2,01/01/2006,,1,1,37,155,20,254,27,462,1,29,0,0,1,,0,37,155,37,155,37,155,35,627,35,627,33,393,33,393,32,663,32,663,31,226,31,226,31,226,31,226,28,445,27,1,27,1,25,785,23,249,23,249,22,635,22,635,22,28,22,28,22,28,22,28,20,837,20,837,20,837,20,254,20,254,20,254,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
46415000,2,01/02/2006,,1,1,32,663,20,254,26,859,27,1,0,0,1,,0,20,254,22,28,22,28,24,502,25,14,25,785,25,785,25,785,24,502,24,502,25,14,27,1,27,1,28,445,28,445,28,445,28,445,28,445,27,768,27,768,27,768,27,768,28,445,28,445,28,445,28,445,32,663,32,663,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,
46415000,2,01/03/2006,,1,1,54,75,28,445,32,76,16,1,0,0,1,,0,28,445,28,445,28,445,28,445,28,445,28,445,28,445,28,445,28,445,28,445,31,226,31,226,31,226,32,663,32,663,48,687,40,3,34,13,35,627,35,627,35,627,34,13,34,13,34,13,34,13,32,663,33,393,33,393,35,627,34,875,35,627,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
46415000,2,01/04/2006,,1,1,43,565,31,226,37,313,5,29,0,0,1,,0,34,875,34,875,34,875,35,627,43,565,42,737,42,737,40,3,40,3,37,155,37,155,38,712,38,712,38,712,38,712,37,155,37,155,37,93,38,712,38,712,38,712,37,155,37,155,37,155,35,627,35,627,33,393,33,393,31,226,31,226,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
46415000,2,01/05/2006,,1,1,32,663,23,249,28,36,13,29,0,0,1,,0,29,82,29,82,29,82,28,445,28,445,27,1,27,1,27,1,28,445,28,445,28,445,28,445,31,941,31,226,31,226,31,226,31,226,29,82,29,82,29,82,28,445,28,445,26,439,26,439,26,439,25,14,25,14,25,14,23,249,23,249,23,249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
46415000,2,01/06/2006,,1,1,23,249,20,837,21,81,1,27,0,0,1,,0,23,249,22,28,22,28,22,28,22,28,22,28,22,28,22,28,22,28,22,28,22,28,22,28,22,28,22,28,22,28,22,28,22,28,22,28,22,28,22,28,22,28,21,429,21,429,21,429,21,429,21,429,20,837,20,837,20,837,20,837,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
46415000,2,01/07/2006,,1,1,20,837,19,11,19,775,1,20,0,0,1,,0,20,837,20,837,20,837,20,837,20,254,20,254,20,254,20,254,20,254,20,254,20,254,20,254,20,254,19,678,19,678,19,678,19,678,19,678,19,678,19,11,19,11,19,11,19,11,19,11,19,11,19,11,19,11,19,11,19,11,19,11,19,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
46415000,2,01/08/2006,,1,1,19,11,0,155,18,2,1,2,0,0,1,,0,19,11,19,11,19,11,18,55,18,55,18,55,18,55,18,55,18,55,18,55,17,997,17,997,17,997,17,997,17,997,17,997,17,997,17,997,17,997,17,997,17,997,17,997,17,453,17,453,17,453,17,453,17,453,17,453,16,917,16,917,16,917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
46415000,2,01/09/2006,,1,1,20,254,15,867,17,288,27,17,0,0,1,,0,16,917,16,917,16,917,16,917,16,917,16,917,16,917,16,917,16,388,16,388,16,388,16,388,16,388,16,388,16,388,16,388,15,867,15,867,16,127,16,388,16,388,17,997,17,997,18,55,17,997,17,997,20,254,20,254,20,254,20,254,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
46415000,2,01/10/2006,,1,1,31,226,17,997,23,266,27,4,0,0,1,,0,19,11,19,11,19,11,17,997,17,997,17,997,19,11,19,11,19,11,19,11,19,678,19,678,20,254,20,254,20,837,20,837,21,429,22,28,23,872,24,502,25,785,27,1,27,1,27,1,28,445,28,445,31,226,31,226,31,226,31,226,31,226,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
46415000,2,01/11/2006,,1,1,35,627,27,1,29,208,21,20,0,0,1,,0,31,226,31,226,30,519,30,519,30,519,30,519,29,82,29,82,29,82,29,82,29,82,29,82,29,129,29,129,29,129,28,445,28,445,28,445,28,445,27,1,31,226,27,1,27,1,28,445,28,445,28,445,28,445,28,445,28,445,28,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46415000,2,01/12/2006,,1,1,31,226,25,785,29,177,14,25,0,0,1,,0,29,129,29,129,30,519,30,519,30,519,30,519,30,519,30,519,29,82,29,82,30,519,30,519,30,519,31,226,31,226,31,226,29,82,29,82,28,445,28,445,28,445,27,1,27,1,27,1,25,785,25,785,25,785,25,785,27,768,31,226,29,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
